ObjectID,LATITUDE,LONGITUDE,LOC_DOCK,NAV_UNIT_ID,NAV_UNIT_GUID,UNLOCODE,NAV_UNIT_NAME,FAC_TYPE,DATA_RECORD_STATUS,LOCATION_DESCRIPTION,STREET_ADDRESS,CITY_OR_TOWN,STATE,ZIPCODE,COUNTY_NAME,COUNTY_FIPS_CODE,CONGRESS,CONGRESS_FIPS,TOWS_LINK_NUM,TOWS_MILE,WTWY,WTWY_NAME,PORT,PORT_NAME,PSA,PSA_NAME,MILE,BANK,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NOTE,RAILWAY_NOTE,COMMODITIES,CONSTRUCTION,MECHANICAL_HANDLING,REMARKS,VERTICAL_DATUM,DEPTH_MIN,DEPTH_MAX,BERTHING_LARGEST,BERTHING_TOTAL,DECK_HEIGHT_MIN,DECK_HEIGHT_MAX,PARENT_OR_CHILD,SERVICE_INITIATION_DATE,x,y
18076,55.339167,-131.64416,93810-131,0Z26,38222,KTN,"CITY OF KETCHIKAN, BERTHS 3 AND 4 (TENDER DOCK FOR CRUISE)",Dock,Validated for TOWS and Public,"Left bank, Tongass Narrows, Ketchikan, at west side of mouth of Ketchikan Creek.",,Ketchikan,AK,99901,Ketchikan Gateway,130,113,00,8103,4,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,4,Left,Current Operator: Port of Ketchikan. Phone: 907-228-5632 FAX: 907-247-3610,Current Owner: City of Ketchikan.,"Mooring cruise ships, and excursion and commercial vessels.","Via Dock Street, timber, 24 feet wide; from Front Street, asphalt, 24 feet wide.",None.,,"Concrete-capped steel pile, steel-decked pier extension at Berths 1C and 1D, with concrete float moored to steel piles at Daly Float.  Wharf, fronted by rubber-cushioned steel-and-timber fender system, has one 60- by 5-foot covered approach from Spruce Mill Way and Front Street. ","One 10-ton, electric-hydraulic derrick with 65-foot extendible boom at Berth 1D.  Additional stevedore rental equipment is available as required.","Berths 1C and 1D are at rear of faces of Berths 1A and 1B, with pier approximately 25 feet wide at Berth 1C and 
approximately 50 feet wide at Berth 1D.",MLLW (Mean Lower Low Water),20,20,395,860,22,22,,12-JUN-1995,-131.64416,55.339167
18077,59.446111,-135.32444,94965-101,0U9S,32700,SGY,SKAGWAY CRUISE TERMINAL,Dock,Validated for TOWS and Public,"Easterly shore of Taiya Inlet, Skagway, below mouth of Skagway River, approximately 700 feet southeast of Spring Street extended.",,Skagway,AK,99840,Skagway-Hoonah-Angoon,232,112,00,8068,0,4812,"Skagway Harbor, AK",4857.00,"Skagway, AK",,,0,East,Current Operator: White Pass & Yukon Route. Phone: 907-983-2214 FAX: 907-983-2017,"Current Owner: Skagway Terminal Co., dba White Pass & Yukon Route.",Mooring cruise vessels; and occasional receipt and shipment of conventional-and-containerized general cargo.,"Via Congress Way, asphalt, various widths; from Second Avenue, asphalt, 24 feet wide.",None.,Unknown or Not Elsewhere Classified,"Steel pile, concrete-decked wharf with three steel- breasting dolphins in line with face and a steel-mooring dolphin at rear of face on south side, all connected by 3-foot-wide steel catwalks.  Wharf, fronted by timber- steel-and-rubber fender system, has 100-foot width at northerly side and 50-foot-width at southerly side.",Stevedore rental equipment is available as required.,-,MLLW (Mean Lower Low Water),36,70,1850,1850,29,29,,01-JAN-1990,-135.32444,59.446111
18078,59.450278,-135.32722,94965-104,0U9U,32702,SGY,SKAGWAY ORE DOCK AND PETRO MARINE PLANT,Dock,Validated for TOWS and Public,"East shore of Taiya Inlet, Skagway, below mouth of Skagway River, at foot of Main Street extended.",,Skagway,AK,99840,Skagway-Hoonah-Angoon,232,113,00,8068,0,4812,"Skagway Harbor, AK",4857.00,"Skagway, AK",,,0,East,Current Operator: Skagway Terminal Co.; Petro Marine Services; and Alaska Industrial Development and Export Authority. Phone: 907-983-2214 FAX: 907-983-2017 | Current Operator: Petro Marine Services,Current Owner: Skagway Terminal Co.; and Alaska Industrial Development and Export Authority.,Receipt and shipment of petroleum products; and mooring cruise vessels.,"Via road, unpaved, various widths; from Main Street, asphalt, 24 feet wide.",One surface track extending along front of transit shed joins additional trackage in rear; connects with White Pass and Yukon Route.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Non-Ferrous Ores and Scrap","Part steel-and-timber-pile, concrete beam, timber-decked offshore wharf with row of timber-and-steel breasting dolphins in line with face connected by 4-foot-wide steel catwalk; and part steel pile, concrete-decked offshore wharf with two mooring dolphins at rear of face connected by 4-foot-wide steel catwalk.  Initial wharf has one  120- by 12-foot covered approach; second wharf has one 150- by 30-foot approach with 35- by 3-foot steel catwalk connecting wharves.   ","Steel-tower-supported, fixed, elevated loading chute on wharf served by a 36-inch, electric belt-conveyor extending from transit shed at rear; loading rate 1,500 tons per hour. Transit shed serves a 40-ton electric- traveling bridge crane extending over two rail tracks on far side with crane lifting ore containers from railcars and dumping contents inside; unloading rate 1,500 tons per hour.  All equipment was not used at time of survey.","Skagway Terminal Co.:  Transit shed formerly was used for storage of ores with capacity for 100,000 tons.  Approximately 5ýacres of open storage area is located at rear.
Petro Marine Services:  Seven 6-inch petroleum-product pipelines extend from wharf to fourteen steel storage tanks at rear; total capacity 115,000 barrels.",MLLW (Mean Lower Low Water),45,90,1000,1000,29,29,,01-JAN-1990,-135.32722,59.4502780000001
18152,57.336899,-156.41315,95400-450,0QMG,28474,ADQ,"WIDE BAY, AK",Dock,Validated for TOWS,,,KODIAK,AK,99615,Kodiak Island,150,116,00,8166,150,4590,"Shelikof Strait, AK",,,,,150,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sulphur (Dry), Clay & Salt | Paper & Allied Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,10-MAY-2004,-156.41315,57.3368990000001
18153,70.180681,-146.86151,98939-200,0QMH,28475,,BULLEN POINT,Dock,Validated for TOWS,,,,AK,,North Slope,185,116,00,8479,0,4529,"Flaxman Island, AK",,,,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,20-MAY-2004,-146.86151,70.180681
18183,59.358368,-151.899938,95210-400,001H,51,SOV,WHITNEY-FIDALGO DOCK,Dock,Validated for TOWS,,,SELDOVIA,AK,99663,Kenai Peninsula,122,112,00,8123,0,4835,"Port Graham, AK",4835.00,"Port Graham, AK",,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-151.899938,59.358368
18184,59.440833,-151.72083,95230-300,0UC5,32781,SOV,CITY OF SELDOVIA PIER,Dock,Validated for TOWS and Public,"Easterly side of Seldovia Bay, Seldovia, between Watch Point and Small-Boat Harbor.",,Seldovia,AK,99663,Kenai Peninsula,122,112,00,8125,0,4842,"Seldovia Harbor, AK",4897.00,"Seldovia, AK",,,0,,"Current Operator: State of Alaska, Department of Transportation and Public Facilities; and Seldovia Fuel & Lube, Inc. Phone: 907-234-7622 FAX: 907/234-7442",Current Owner: State of Alaska.,Receipt of petroleum products; landing for passenger-and- vehicular ferry; fueling vessels; and occasional receipt and shipment of conventional general cargo. ,"Via Main Street, asphalt, 24 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars) | Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Unknown or Not Elsewhere Classified","Steel pile, concrete-surfaced steel-decked offshore wharf with one 40- by 8-foot timber-fueling float adjacent to southeast side of pier. Wharf fronted by rubber- cushioned timber-steel-and-rubber fender system at face and rear of face.","Two 2-ton electric-hydraulic derricks, each with 20-foot boom.","City of Seldovia:  Ferry operates to Homer, Alaska with office located at rear.
Seldovia Fuel & Lube, Inc.: Four 4-inch petroleum- product pipelines extend from wharf to four steel stor- age tanks at rear; total capacity 7,650 barrels.  One 
4- and two 2-inch fuel-oil pipelines extend from storage tanks to timber-fueling float.",MLLW (Mean Lower Low Water),20,25,210,370,15,15,,01-JAN-1990,-151.72083,59.4408330000001
18185,60.555556,-152.13888,95258-200,0UCP,32799,DRF,"COOK INLET PIPE LINE CO., CHRISTIE LEE PLATFORM WHARF",Dock,Validated for TOWS and Public,"Northwesterly shore of Redoubt Bay, at westerly shore of Cook Inlet, opposite mouth of Kenai River, south of Drift River.",,Drift River,AK,,Kenai Peninsula,122,112,00,8140,0,4849,"Drift River Platforms, AK",,,,,0,,,Current Owner and Operator: Cook Inlet Pipe Line Co. Phone: 907/263-7991/2 FAX: 907/243-4231,Shipment of crude oil.,None.,None.,"Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Other Chemicals and Related Products | Other Agricultural Products; Food and Kindred Products","Steel pile, steel-grating-decked island wharf with one steel-breasting dolphin in line with face on each side and one steel-mooring dolphin at rear of face on each side, connected by catwalks.","Three 16-inch, hydraulically-operated swivel-jointed loading arms.","Two 30-inch pipelines extend from wharf to four steel stor- age tanks on shore; total capacity 980,000 barrels.  Helicopter-landing pad and living quarters are located at rear.",MLLW (Mean Lower Low Water),60,60,780,780,55,55,,01-JAN-1990,-152.13888,60.5555560000001
18186,60.54436,-151.284018,95260-100,001V,63,ENA,ANCHORAGE - KENAI,Anchorage,Validated for TOWS,,,KENAI,AK,99611,Kenai Peninsula,122,112,00,8136,0,4821,"Kenai, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene",,,,,,,,,,,,01-JAN-1990,-151.284018,60.54436
18239,64.491929,-165.438143,97695-001,02AV,2681,TLA,NOME ANCHORAGE,Anchorage,Validated for TOWS,,,TELLER,AK,99778,Nome,180,112,00,8257,0,4968,"Nome Harbor, AK",4916.00,"Nome, AK",,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Fish | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-165.438143,64.491929
18240,58.730649,-157.074942,96365-100,02ES,2814,NNK,"NAKNEK, AK ANCHORAGE",Anchorage,Validated for TOWS,,,NAKNEK,AK,99633,Bristol Bay,60,112,00,8220,0,4828,"Naknek River, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Paper & Allied Products | Primary Non-Ferrous Metal Products;Fabricated",,,,,,,,,,,,01-JAN-1990,-157.074942,58.730649
18241,58.881211,-157.04495,96375-100,02EV,2817,NNK,KVICHAK ANCHORAGE,Anchorage,Validated for TOWS,,,NAKNEK,AK,99633,Lake and Peninsula,164,112,00,8222,0,4880,"Kvichak River, AK",,,,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-157.04495,58.8812110000001
18242,58.215684,-157.3708,96355-100,02EP,2811,EGX,EDEGIK ANCHORAGE,Anchorage,Validated for TOWS,,,EGEGIK,AK,99579,Lake and Peninsula,164,116,00,8218,0,4872,"Egegik River, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-157.3708,58.2156840000001
18243,57.931362,-153.04036,95353-250,02UG,3280,,PORT BAILEY SEAPLANE BASE AND ANCHORAGE,Anchorage,Validated for TOWS,,,,AK,,Kodiak Island,150,113,00,8164,0,4935,"Kodiak Island, AK",,,,,0,,,,,,,Fish,,,,,,,,,,,,01-JAN-1990,-153.04036,57.931362
18245,53.91,-166.51277,96080-237,0YF4,37506,DUT,"KLOOSTERBOER DUTCH HARBOR LLC, TERMINAL 1",Dock,Validated for TOWS and Public,"Northwesterly shore of Dutch Harbor, near head of Amaknak Island.",1561 Ballyhoo Road.,Dutch Harbor,AK,99692,Aleutians West,16,112,00,8196,0,4947,"Unalaska Channels, AK",4939.00,"Unalaska Island, AK",,,0,,"Current Operator: Western Pioneer, Inc. and North Pacific Fuel. Phone: 907-581-4404 FAX: 907/581-2975 | Current Operator: Kloosterboer Dutch Harbor Phone: 907-359-2119","Current Owner: Western Pioneer, Inc.",Receipt and shipment of conventional general cargo; handling supplies and equipment for fishing vessels; and fueling fishing vessels.,"Via Ballyhoo Road, gravel, 25 feet wide.",None.,Other Chemicals and Related Products | Paper & Allied Products | Building Cement & Concrete; Lime; Glass | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Fish | Other Agricultural Products; Food and Kindred Products | All Manufactured Equipm,"Timber pile, timber-decked wharf composed of two sections with 280-foot section approximately 15 feet behind 380-foot section of wharf.  ","One 18-ton, diesel mobile crane with 70-foot boom; and two front-end loaders. Open storage area serves eight 2- to 4-ton forklift trucks.","Kloosterboer Dutch Harbor, LLC: Company responsible for receipt and shipment of conventional general cargo.
North Pacific Fuel: Company responsible for fueling fishing vessels and for handling supplies and equipment to them. One 6-inch fuel-oil pipeline extends from wharf to storage tanks described under adjacent, company-owned Restoff Wharf (Ref. No. 170).",MLLW (Mean Lower Low Water),30,30,660,660,16,16,,03-JAN-2005,-166.51277,53.9100000000001
18246,55.362162,-131.715267,93810-300,1073,39545,KTN,TWIN ISLANDS KETCHIKAN ANCHORAGE,Anchorage,Validated for TOWS and Public,,,KETCHIKAN,AK,99901,Ketchikan Gateway,130,112,00,8097,5,4770,"Tongass Narrows, AK",,,,,5,,,,,,,"Forest Products, Lumber, Logs, Woodchips | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-131.715267,55.3621620000001
18247,70.348525,-148.467937,98940-200,01ZZ,2311,,PRUDHOE BAY ANCHORAGE,Anchorage,Validated for TOWS,,,,AK,,North Slope,185,116,00,8303,0,4995,"Prudhoe Bay, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Non-Metal. Min. | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-148.467937,70.3485250000001
18255,58.276437,-134.38913,94811-350,107E,39556,JNU,DOUGLAS HARBOR BOAT RAMP AND FLOATS,Dock,Validated for TOWS,,,JUNEAU,AK,99801,Juneau,110,116,00,8071,0,4810,"Juneau Harbor, AK",4823.00,"Juneau, AK",,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-134.38913,58.276437
18296,55.386769,-131.738347,93810-382,110K,40479,,"OLSON MARINE, INC",Dock,Validated for TOWS and Public,,5569 North Tongass Highway,Ketchikan,AK,,Ketchikan Gateway,130,113,00,8097,9,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,9,Left,,"Current Owner and Operator: OLSON MARINE,INC. Phone: 907-247-1417/907-617-1861 : 907-247-1417/907-617-1868 FAX: 907-247-1418 : 907-247-1418",,,,,,,,,,,,,,,,01-JUN-2005,-131.738347,55.3867690000001
18339,61.835014,-166.216563,97669-200,01XC,2222,HPB,CAPE ROMANZOF,Dock,Validated for TOWS,,,HOOPER BAY,AK,99604,Wade Hampton,270,112,00,8237,0,4549,"Cape Romanzof, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-166.216563,61.8350140000001
18416,61.125,-146.3475,95130-220,0ZSE,39046,VDZ,"VALDEZ FUEL CO., FUEL FLOAT",Dock,Validated for TOWS and Public,"Northerly shore of Port Valdez, at center portion of south side of Small-Boat Harbor.",105 Airport Road,Valdez,AK,99686,Valdez-Cordova,261,116,00,8081,0,4818,"Valdez Harbor (Small Boat Harbor), AK",4816.00,"Valdez, AK",,,0,,,Current Owner and Operator: Valdez Fuel Co. Phone: 907-835-4558 FAX: 907/835-3718,Fueling vessels.,"Via South Harbor Drive, from Kobuk Drive, each asphalt, 30 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Concrete float with one 60- by 5-foot gangway; and one 
28- by 8-foot steel pile, timber-decked approaches from shore.",None.,One 3- and one 2-inch pipelines extend to float from one fuel-oil storage tank at rear; capacity 575 barrels. Float has six fueling stations.,MLLW (Mean Lower Low Water),12,12,70,70,,,,03-JAN-2005,-146.3475,61.1250000000001
18417,60.119444,-149.43388,95180-427,0ZT3,39069,SWD,"CITY OF SEWARD, SMALL BOAT HARBOR FLOAT X AND FUEL FLOAT",Dock,Validated for TOWS and Public,"Northwesterly corner of Resurrection Bay, Seward, at east end of west side of Small-Boat Harbor.",,Seward,AK,99664,Kenai Peninsula,122,112,00,8155,0,4930,"Seward Harbor, AK",4907.00,"Seward, AK",,,0,,"Current Operator: City of Seward and Shoreside Petroleum, Inc. Phone: 907/224-3138 FAX: 907/224-7187",Current Owner: City of Seward.,Mooring and fueling vessels.,"Via Port Avenue, asphalt, 24 feet wide.",None.,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Float X: Timber float moored to steel piles with 50- by 15-foot approach float, with 55- by 5-foot ramp extending from 50- by 5-foot steel pile, timber-decked approach. 
Fuel float: Concrete float moored to steel piles at south end of Float X.",None.,"City of Seward:  Float has sixteeen fueling stations.
Shoreside Petroleum, Inc.:  One 4- and two 3-inch pipelines extend to float from storage tanks described under company- owned, Sewage Cruise Dock (Ref. No. 60).",MLLW (Mean Lower Low Water),12,12,1520,1820,,,,03-JAN-2005,-149.43388,60.119444
18418,60.118056,-149.425,95180-455,0ZT4,39070,SWD,"ALASKA RAILROAD CORP., SEWARD CARGO DOCK",Dock,Validated for TOWS and Public,"Northwesterly corner of Resurrection Bay, Seward, west of breakwater. ",913 Port Avenue.,Seward,AK,99664,Kenai Peninsula,122,112,00,8155,0,4930,"Seward Harbor, AK",4907.00,"Seward, AK",,,0,,"Current Operator: Alaska Railroad Corp.; North Star Terminal & Stevedore Co.; State of Alaska, Department of Transportation and Public Facilities. Phone: 907-224-5477 FAX: 907/224-5672",Current Owner: Alaska Railroad Corp.,Receipt and shipment of conventional-and-containerized general cargo; landing for passenger-and-vehicular ferry;  mooring vessels.,"Via Port Avenue, asphalt, 24 feet wide.",Two surface tracks at rear of face; connect with Alaska Railroad Corp.,"Coal,Lignite & Coal Coke | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Unknown or Not Elsewhere Classified",Steel-sheet-pile cellular bulkhead with solid fill; and one mooring dolphin off south side connected by a 70- by 3-foot catwalk approach.  Wharf fronted by steel-and-rubber fender system.,"North Star Terminal & Stevedore Co.: One 150-ton, diesel crawler crane loads/unload commodities into ground-level receiving hopper served by conveyor extending to open storage area in rear. Open storage area serves two 30-, two 10-, two 9-, and one 3-ton, diesel forklift trucks.",Approximately 7 acres of open storage area is located at rear.,MLLW (Mean Lower Low Water),35,35,570,570,24,24,,03-JAN-2005,-149.425,60.1180560000001
18419,61.2674,-149.917,95290-205,0YEE,37482,ANC,"MATANUSKA - SUSITNA BOROUGH, PORT MACKENZIE WHARF",Dock,Validated for TOWS and Public,"Westerly shore of Knik Arm, at north side of Point MacKenzie, opposite Cairn Point.",350 East Dahalia Avenue.,Point MacKenzie,AK,,Matanuska-Susitna,170,116,00,8148,0,4845,"Cook Inlet, AK",,,,,0,,Current Operator: Matanuska-Susitna Borough and Alaska Manufacturing Contractors. Phone: 907/746-7414 FAX: 907/745-2635,Current Owner: Matanuska-Susitna Borough.,Shipment of manufactured homes to Alaskan Native communities.  (See Remarks.),"Via Point MacKenzie Road, asphalt-and-gravel, 24 feet wide.",None.,"Other Chemicals and Related Products | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",Steel-sheet-pile cellular bulkhead with solid fill.,See Remarks.,"At time of survey (2002), plans called for wharf to become a passenger-and-vehicular ferry landing, with installation of float with transfer bridge to be located on south side.  Plans also called for installation of a wood-chip loader with conveyor trestle on north side of wharf.  Approximately 5,000 acres of open storage area at rear was available for lease.",MLLW (Mean Lower Low Water),20,20,500,500,36,36,,03-JAN-2005,-149.917,61.2674000000001
18421,55.321667,-160.51583,95430-170,0YF1,37503,SDP,"TRIDENT SEAFOODS CORP., SAND POINT DOCK",Dock,Validated for TOWS and Public,"Easterly side of Popof Strait, Sand Point, approxi- mately 2,200 feet east of Sand Point.",,Sand Point,AK,99661,Aleutians East,13,112,00,8183,0,4942,"Humboldt, AK",,,,,0,,,Current Owner: Trident Seafoods Corp. Phone: 907/383-4848 FAX: 907/383-4846,Not used.,"Via Airport Road, asphalt, 24 feet wide.",None.,,"Timber pile, timber-decked offshore wharf with 400- by 14-foot approach.",None.,"At time of '93 survey, dock was in use for handling sup- plies for fishing vessels; however at time of '04 survey, operation had shut down due to wharf being in poor con- dition with plans calling for its removal.",MLLW (Mean Lower Low Water),30,30,120,120,16,16,,03-JAN-2005,-160.51583,55.321667
18422,53.904444,-166.52611,96080-247,0YF5,37507,DUT,"CITY OF UNALASKA INTERNATIONAL PORT OF DUTCH HARBOR , UMC USCG WH",Dock,Validated for TOWS and Public,"Northwesterly shore of Dutch Harbor, at Amaknak Island.",748 Balleyhoo Road,Dutch Harbor,AK,99692,Aleutians West,16,112,00,8196,0,4947,"Unalaska Channels, AK",4939.00,"Unalaska Island, AK",,,0,,"Current Operator: U.S. Coast Guard; State of Alaska, Department of Transportation and Public Facilities;and North Pacific Fuel. Phone: 907-581-1254 FAX: 907/581-2519 | Current Operator: USCG Phone: 907-359-6737",Current Owner: City of Unalaska.,Mooring U.S. Coast Guard vessels; and fueling vessels.,"Via Ballyhoo Road, gravel, 25 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products | Fish | Other Agricultural Products; Food and Kindred Products | All Manufactured Equipment, Machinery and Products | Unknown ","Steel pile, concrete-decked L-shaped wharf with one mooring dolphin on south side at rear of face, connected by 3-foot- wide steel catwalk.  Wharf fronted by rubber-cushioned steel-and-timber fender system.",None.,"North Pacific Fuel:  One 6-inch fuel-oil pipeline extends from wharf to storage tanks described under adjacent, company-owned Ballyhoo Wharf (Ref. No.  174) on opposite side.",MLLW (Mean Lower Low Water),40,40,626,626,18,18,,03-JAN-2005,-166.52611,53.9044440000001
18429,60.782718,-161.77752,96460-064,0Y92,37300,BET,"CITY OF BETHEL, PETROLEUM DOCK",Dock,Validated for TOWS and Public,"Left bank, Kuskokwim River, Bethel, approximately 1.4 miles above Browns Slough.",380 River Road.,Bethel,AK,99559,Bethel,50,116,00,8243,65,4819,"Kuskokwim River, AK",4904.00,"Bethel, AK",,,65,,"Current Operator: Yukon Fuel Co. and Crowley Marine Services, Inc. Phone: 907-543-2217 FAX: 907/543-4169",Current Owner: City of Bethel.,Receipt and shipment of petroleum products; fueling vessels.,"Via River Road from Standard Oil Road, each gravel, various widths; and Chief Eddie Hoffman Highway, asphalt, 24 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC","Part steel-sheet-pile, part steel-pipe-pile cellular bulkhead with solid fill; fronted by rubber-loop fenders.",None.,"Yukon Fuel Co.:  Five 6-inch pipelines extend from wharf to thirteen steel, fuel-oil storage tanks at rear; total capacity 223,800 barrels.
Crowley Marine Services, Inc.:  Four 6-inch petroleum- product pipelines extend from wharf to five steel storage tanks at rear; total capacity 142,250 barrels.",MLLW (Mean Lower Low Water),20,25,375,375,14,14,,04-JAN-2005,-161.77752,60.782718
18430,64.501315,-165.420371,97695-205,0Y9J,37316,OME,CITY OF NOME FLOAT,Dock,Validated for TOWS and Public,"Left bank, Snake River, Nome, above Dry Creek.",306 Belmont Street.,Nome,AK,99762,Nome,180,116,00,8257,0,4968,"Nome Harbor, AK",4916.00,"Nome, AK",,,0,,Current Operator: Port of Nome. Phone: 907-443-6619 FAX: 907/443-5473,Current Owner: City of Nome.,Mooring commercial vessels and recreational craft.,"Via Belmont Street, gravel, various widths; from Seppala Drive, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products",Steel float moored to steel piles with one 40- by 5-foot steel-gangway approach from shore.,None.,"At time of survey (2003), plans called for the addition of another 240-foot float in 2005.",MLLW (Mean Lower Low Water),8,10,200,400,,,,04-JAN-2005,-165.420371,64.501315
18480,60.196218,-146.802174,95100-245,0RFW,29440,CDV,STOREY ISLAND,Dock,Validated for TOWS,,,CORDOVA,AK,99574,Valdez-Cordova,261,112,00,8078,10,4859,"Prince William Sound, AK",,,,,10,,,,,,,,,,,,,,,,,,,18-NOV-2003,-146.802174,60.196218
18499,55.153543,-131.193887,93804-150,0RJL,29532,MTM,BACK ISLAND ANCHORAGE,Dock,Validated for TOWS,,,METLAKATLA,AK,99926,Ketchikan Gateway,130,112,00,8098,0,4768,"Behm Canal, AK",,,,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,06-FEB-2004,-131.193887,55.1535430000001
18503,56.923995,-154.128509,95353-100,02UC,3276,,KODIAK ISLAND,Dock,Validated for TOWS,,,,AK,99615,Kodiak Island,150,116,00,8164,0,4935,"Kodiak Island, AK",,,,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-154.128509,56.923995
18504,57.63709,-154.00178,95353-370,02US,3290,,UYAK VILLAGE,Dock,Validated for TOWS,,,,AK,,Kodiak Island,150,113,00,8164,0,4935,"Kodiak Island, AK",,,,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-154.00178,57.6370900000001
18505,57.537623,-153.989801,95353-380,02UU,3292,,LARSEN BAY VILLAGE,Dock,Validated for TOWS,,,,AK,,Kodiak Island,150,113,00,8164,0,4935,"Kodiak Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sulphur (Dry), Clay & Salt | Paper & Allied Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Fish | All Manufactured Equipment, Machinery and",,,,,,,,,,,,01-JAN-1990,-153.989801,57.5376230000001
18693,55.967886,-131.324854,93804-380,01C5,1569,WRG,MISTY FJORD,,Validated for TOWS,,,WRANGELL,AK,99929,Ketchikan Gateway,130,112,00,8098,60,4768,"Behm Canal, AK",,,,,60,,,,,,,,,,,,,,,,,,,01-JAN-1990,-131.324854,55.9678860000001
18694,55.912918,-131.561965,93804-410,01C7,1571,KTN,YES BAY,Dock,Validated for TOWS,,,KETCHIKAN,AK,99901,Prince of Wales-Outer Ketchikan,201,112,00,8098,69,4768,"Behm Canal, AK",,,,,69,,,,,,,,,,,,,,,,,,,01-JAN-1990,-131.561965,55.912918
18695,55.12997,-131.573274,93807-100,01HL,1754,MTM,METLAKATLA ANCHORAGE,Anchorage,Validated for TOWS,,,METLAKATLA,AK,99926,Prince of Wales-Outer Ketchikan,201,116,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-131.573274,55.1299700000001
